"Module"	"Gene1"	"Gene2"
"M8"	"NCAPG"	"PPFIA2"
"M8"	"NCAPG"	"INPPL1"
"M8"	"NCAPG"	"BAZ1A"
"M8"	"NCAPG"	"NRXN1"
"M8"	"NCAPG"	"MCFD2"
"M8"	"NCAPG"	"F2RL2"
"M8"	"NCAPG"	"NDUFAB1"
"M8"	"NCAPG"	"ASB6"
"M8"	"NCAPG"	"VAC14"
"M8"	"NCAPG"	"PIK3R3"
"M8"	"NCAPG"	"CEP63"
"M8"	"NCAPG"	"AP5B1"
"M8"	"NCAPG"	"ZRANB3"
"M8"	"NCAPG"	"CAAP1"
"M8"	"NCAPG"	"VMAC"
"M8"	"NCAPG"	"ANAPC10"
"M8"	"NCAPG"	"TCEA3"
"M8"	"NCAPG"	"CLDN20"
"M8"	"NCAPG"	"SERPINF1"
"M8"	"NCAPG"	"KCNG1"
"M8"	"NCAPG"	"F13A1"
"M8"	"NCAPG"	"POU3F2"
"M8"	"NCAPG"	"JPH2"
"M8"	"NCAPG"	"MAST4"
"M8"	"NCAPG"	"ZNF148"
"M8"	"NCAPG"	"ADAM12"
"M8"	"NCAPG"	"CMKLR1"
"M8"	"NCAPG"	"ERBB2IP"
"M8"	"NCAPG"	"TRIP11"
"M8"	"NCAPG"	"HSDL2"
"M8"	"NCAPG"	"ZNF71"
"M8"	"NCAPG"	"MYL6B"
"M8"	"NCAPG"	"DNAJC22"
"M8"	"NCAPG"	"KCTD18"
"M8"	"NCAPG"	"CCDC144A"
"M8"	"NCAPG"	"ACTA1"
"M8"	"NCAPG"	"PLD5"
"M8"	"NCAPG"	"ZNF160"
"M8"	"NCAPG"	"TTC7A"
"M8"	"NCAPG"	"NAIP"
"M8"	"NCAPG"	"PTGDS"
"M8"	"NCAPG"	"GOLGA3"
"M8"	"NCAPG"	"ZNF274"
"M8"	"NCAPG"	"RASL11B"
"M8"	"NCAPG"	"KCNB1"
"M8"	"NCAPG"	"TMEM230"
"M8"	"NCAPG"	"POLR3K"
"M8"	"NCAPG"	"TNFRSF11A"
"M8"	"NCAPG"	"CHORDC1"
"M8"	"HIST1H3B"	"BCLAF1"
"M8"	"HIST1H3B"	"TGDS"
"M8"	"HIST1H3B"	"EEF1A2"
"M8"	"HIST1H3B"	"HADHB"
"M8"	"HIST1H3B"	"FAIM2"
"M8"	"HIST1H3B"	"MUSTN1"
"M8"	"HIST1H3B"	"KDM3A"
"M8"	"HIST1H3B"	"PTP4A1"
"M8"	"HIST1H3B"	"GID8"
"M8"	"HIST1H3B"	"GTF3A"
"M8"	"HIST1H3B"	"PSIP1"
"M8"	"HIST1H3B"	"SIPA1L3"
"M8"	"HIST1H3B"	"RINT1"
"M8"	"HIST1H3B"	"CSRP3"
"M8"	"HIST1H3B"	"CDKN1A"
"M8"	"HIST1H3B"	"PPP1R2"
"M8"	"HIST1H3B"	"NAE1"
"M8"	"HIST1H3B"	"RELA"
"M8"	"HIST1H3B"	"IFNE"
"M8"	"HIST1H3B"	"TESK2"
"M8"	"HIST1H3B"	"RFXAP"
"M8"	"HIST1H3B"	"CNTFR"
"M8"	"HIST1H3B"	"RAB13"
"M8"	"HIST1H3B"	"APBB1IP"
"M8"	"HIST1H3B"	"NUCB1"
"M8"	"HIST1H3B"	"ZNF259"
"M8"	"HIST1H3B"	"GRM7"
"M8"	"HIST1H3B"	"HOXD8"
"M8"	"HIST1H3B"	"NAT10"
"M8"	"HIST1H3B"	"UBE2R2"
"M8"	"HIST1H3B"	"JUP"
"M8"	"HIST1H3B"	"GMFB"
"M8"	"HIST1H3B"	"SLC18A2"
"M8"	"HIST1H3B"	"FASLG"
"M8"	"HIST1H3B"	"DUSP1"
"M8"	"HIST1H3B"	"ZNF2"
"M8"	"HIST1H3B"	"PFN2"
"M8"	"HIST1H3B"	"PRF1"
"M8"	"HIST1H3B"	"VPS28"
"M8"	"HIST1H3B"	"SARNP"
"M8"	"HIST1H3B"	"DGCR14"
"M8"	"HIST1H3B"	"ARL13A"
"M8"	"HIST1H3B"	"KIF15"
"M8"	"HIST1H3B"	"BAIAP2L1"
"M8"	"HIST1H3B"	"PEMT"
"M8"	"HIST1H3B"	"GPC3"
"M8"	"HIST1H3B"	"SCMH1"
"M8"	"HIST1H3B"	"NKRF"
"M8"	"HIST1H3B"	"OLIG2"
"M8"	"HIST1H3B"	"LIPG"
"M8"	"HIST1H3B"	"SNRPE"
"M8"	"HIST1H3B"	"TWF1"
"M8"	"HIST1H3B"	"H3F3A"
"M8"	"HIST1H3B"	"PTN"
"M8"	"HIST1H3B"	"CACNA1C"
"M8"	"HIST1H3B"	"MYO7A"
"M8"	"HIST1H3B"	"KLHL24"
"M8"	"HIST1H3B"	"EPS15"
"M8"	"HIST1H3B"	"TRO"
"M8"	"HIST1H3B"	"CAMK2A"
"M8"	"HIST1H3B"	"KRT8"
"M8"	"HIST1H3B"	"SLA"
"M8"	"HIST1H3B"	"VAC14"
"M8"	"HIST1H3B"	"INCA1"
"M8"	"HIST1H3B"	"TRPS1"
"M8"	"HIST1H3B"	"EFCAB5"
"M8"	"HIST1H3B"	"HLA-C"
"M8"	"HIST1H3B"	"TSLP"
"M8"	"HIST1H3B"	"MAT2B"
"M8"	"HIST1H3B"	"GABPB1"
"M8"	"HIST1H3B"	"WSB1"
"M8"	"HIST1H3B"	"KDR"
"M8"	"HIST1H3B"	"MDH2"
"M8"	"HIST1H3B"	"UGT2B10"
"M8"	"HIST1H3B"	"NUP205"
"M8"	"HIST1H3B"	"DCK"
"M8"	"HIST1H3B"	"NUP54"
"M8"	"HIST1H3B"	"FBXL3"
"M8"	"HIST1H3B"	"SLITRK4"
"M8"	"HIST1H3B"	"HOXB6"
"M8"	"HIST1H3B"	"THRB"
"M8"	"HIST1H3B"	"PDCL"
"M8"	"HIST1H3B"	"EIF3G"
"M8"	"HIST1H3B"	"NOS3"
"M8"	"HIST1H3B"	"EPHA1"
"M8"	"HIST1H3B"	"EEF1G"
"M8"	"HIST1H3B"	"FICD"
"M8"	"HIST1H3B"	"MAS1"
"M8"	"HIST1H3B"	"DDX24"
"M8"	"HIST1H3B"	"FAM3B"
"M8"	"HIST1H3B"	"SMC5"
"M8"	"HIST1H3B"	"FKBP2"
"M8"	"HIST1H3B"	"CASC3"
"M8"	"HIST1H3B"	"ACOX1"
"M8"	"HIST1H3B"	"SMARCD3"
"M8"	"HIST1H3B"	"HLA-DMB"
"M8"	"HIST1H3B"	"PABPN1L"
"M8"	"HIST1H3B"	"TNFSF15"
"M8"	"HIST1H3B"	"PAG1"
"M8"	"HIST1H3B"	"SEMA3F"
"M8"	"HIST1H3B"	"CES3"
"M8"	"HIST1H3B"	"FBXL19"
"M8"	"HIST1H3B"	"DEC1"
"M8"	"HIST1H3B"	"F5"
"M8"	"HIST1H3B"	"USP53"
"M8"	"HIST1H3B"	"CTNNA1"
"M8"	"HIST1H3B"	"MED8"
"M8"	"HIST1H3B"	"TERT"
"M8"	"HIST1H3B"	"ITPKA"
"M8"	"HIST1H3B"	"EEFSEC"
"M8"	"HIST1H3B"	"GIMAP4"
"M8"	"HIST1H3B"	"UNC5B"
"M8"	"HIST1H3B"	"CYFIP2"
"M8"	"HIST1H3B"	"PLLP"
"M8"	"HIST1H3B"	"PYDC1"
"M8"	"HIST1H3B"	"ERBB2IP"
"M8"	"HIST1H3B"	"SIGMAR1"
"M8"	"HIST1H3B"	"ABCA13"
"M8"	"HIST1H3B"	"ETHE1"
"M8"	"HIST1H3B"	"EDA"
"M8"	"HIST1H3B"	"AKAP8L"
"M8"	"HIST1H3B"	"TTN"
"M8"	"HIST1H3B"	"SMN2"
"M8"	"HIST1H3B"	"OSBPL10"
"M8"	"HIST1H3B"	"ASAH1"
"M8"	"HIST1H3B"	"POLR3A"
"M8"	"HIST1H3B"	"SLC17A1"
"M8"	"HIST1H3B"	"TACO1"
"M8"	"HIST1H3B"	"CARD14"
"M8"	"HIST1H3B"	"HIST1H2AA"
"M8"	"HIST1H3B"	"C2CD3"
"M8"	"HIST1H3B"	"ZMYM1"
"M8"	"HIST1H3B"	"KDM4D"
"M8"	"HIST1H3B"	"NR5A1"
"M8"	"HIST1H3B"	"HSPB3"
"M8"	"HIST1H3B"	"EVA1C"
"M8"	"HIST1H3B"	"TRAIP"
"M8"	"HIST1H3B"	"SLC25A21"
"M8"	"HIST1H3B"	"ATP6V1C1"
"M8"	"HIST1H3B"	"CRIP1"
"M8"	"MAGEH1"	"MCM10"
"M8"	"PIWIL2"	"BIRC5"
"M8"	"PIWIL2"	"HIST1H4L"
"M8"	"SIGLEC8"	"MKI67"
"M8"	"PTS"	"BIRC5"
"M8"	"PTS"	"KIF20A"
"M8"	"SLITRK3"	"UBE2C"
"M8"	"KRAS"	"LRRTM4"
"M8"	"RXFP1"	"BIRC5"
"M8"	"TOPORS"	"FOLH1"
"M8"	"COMMD1"	"BIRC5"
"M8"	"PBK"	"BIRC5"
"M8"	"PBK"	"UBE2L3"
"M8"	"PBK"	"PTP4A1"
"M8"	"PBK"	"CDH3"
"M8"	"PBK"	"LBH"
"M8"	"PBK"	"FRMD4A"
"M8"	"PBK"	"RAB13"
"M8"	"PBK"	"NUDT7"
"M8"	"PBK"	"ZNF259"
"M8"	"PBK"	"PRTN3"
"M8"	"PBK"	"SCN5A"
"M8"	"PBK"	"JUP"
"M8"	"PBK"	"NEK1"
"M8"	"PBK"	"FOLR3"
"M8"	"PBK"	"SRR"
"M8"	"PBK"	"SCIMP"
"M8"	"PBK"	"FBXL3"
"M8"	"PBK"	"SLITRK4"
"M8"	"PBK"	"PDCL"
"M8"	"PBK"	"UBE2S"
"M8"	"PBK"	"POLR2J"
"M8"	"PBK"	"PAX5"
"M8"	"PBK"	"EBF3"
"M8"	"PBK"	"SCD5"
"M8"	"PBK"	"PCDH7"
"M8"	"PBK"	"MAP3K7CL"
"M8"	"PBK"	"S100B"
"M8"	"PBK"	"CTAG2"
"M8"	"PBK"	"PRTFDC1"
"M8"	"PBK"	"RAB33B"
"M8"	"PBK"	"PRLHR"
"M8"	"PBK"	"VCPKMT"
"M8"	"PBK"	"HIST1H2BN"
"M8"	"PBK"	"BCAS3"
"M8"	"PBK"	"PEX2"
"M8"	"PBK"	"LRRC8C"
"M8"	"PBK"	"TNC"
"M8"	"PBK"	"ALDH9A1"
"M8"	"PBK"	"JAM3"
"M8"	"PBK"	"KCNA3"
"M8"	"PBK"	"SRSF10"
"M8"	"PBK"	"KIFC2"
"M8"	"PBK"	"NXPE4"
"M8"	"PBK"	"LZIC"
"M8"	"PBK"	"CPNE7"
"M8"	"PBK"	"SERTM1"
"M8"	"PBK"	"RPP40"
"M8"	"PBK"	"EIF3G"
"M8"	"PBK"	"CACNA1F"
"M8"	"PBK"	"CHMP2B"
"M8"	"PBK"	"DOC2A"
"M8"	"PBK"	"ABCF1"
"M8"	"PBK"	"MIA2"
"M8"	"PBK"	"ME3"
"M8"	"PBK"	"HCN4"
"M8"	"PBK"	"FUT10"
"M8"	"PBK"	"GLI3"
"M8"	"PBK"	"CCDC9"
"M8"	"PBK"	"PIAS2"
"M8"	"PBK"	"ESX1"
"M8"	"PBK"	"TBC1D10A"
"M8"	"PBK"	"SLC5A7"
"M8"	"PBK"	"CSN1S1"
"M8"	"PBK"	"MB21D1"
"M8"	"PBK"	"AKT3"
"M8"	"PBK"	"FAF2"
"M8"	"PBK"	"AZGP1"
"M8"	"PBK"	"SIAH1"
"M8"	"PBK"	"RASL10B"
"M8"	"PBK"	"DLX5"
"M8"	"PBK"	"SLC25A24"
"M8"	"PBK"	"CRISPLD2"
"M8"	"PBK"	"UBE3C"
"M8"	"PBK"	"DPM3"
"M8"	"PBK"	"RAP1GAP"
"M8"	"PBK"	"TCEAL5"
"M8"	"PBK"	"CNPPD1"
"M8"	"PBK"	"EFNB1"
"M8"	"PBK"	"OSBPL2"
"M8"	"PBK"	"TNNT3"
"M8"	"PBK"	"CLEC1B"
"M8"	"PBK"	"TBL2"
"M8"	"PBK"	"CA8"
"M8"	"PBK"	"CORO7"
"M8"	"PBK"	"SHOC2"
"M8"	"PBK"	"HLA-DOB"
"M8"	"PBK"	"THAP7"
"M8"	"PBK"	"GTDC1"
"M8"	"PBK"	"ULBP2"
"M8"	"PBK"	"NMRAL1"
"M8"	"PBK"	"PABPN1L"
"M8"	"PBK"	"TNFSF15"
"M8"	"PBK"	"PAG1"
"M8"	"PBK"	"SEMA3F"
"M8"	"PBK"	"SETD5"
"M8"	"PBK"	"TCEA3"
"M8"	"PBK"	"MIPEP"
"M8"	"PBK"	"BMP4"
"M8"	"PBK"	"ZDHHC23"
"M8"	"PBK"	"PLD4"
"M8"	"PBK"	"AJUBA"
"M8"	"PBK"	"PASD1"
"M8"	"PBK"	"DHFR"
"M8"	"PBK"	"SERPINF1"
"M8"	"PBK"	"CXCL6"
"M8"	"PBK"	"VWDE"
"M8"	"PBK"	"CYBB"
"M8"	"PBK"	"NAP1L2"
"M8"	"PBK"	"ITGA8"
"M8"	"PBK"	"BRSK1"
"M8"	"PBK"	"FBXO2"
"M8"	"PBK"	"RPGR"
"M8"	"PBK"	"PVRL3"
"M8"	"PBK"	"DDX51"
"M8"	"PBK"	"CCDC181"
"M8"	"PBK"	"SURF6"
"M8"	"PBK"	"RAB18"
"M8"	"PBK"	"ALOX12"
"M8"	"PBK"	"ITIH4"
"M8"	"PBK"	"CRYBB2"
"M8"	"PBK"	"ZMYND10"
"M8"	"PBK"	"ACTL7A"
"M8"	"PBK"	"RMND5B"
"M8"	"PBK"	"BSPRY"
"M8"	"PBK"	"BMP8B"
"M8"	"PBK"	"PTOV1"
"M8"	"PBK"	"NHLRC1"
"M8"	"PBK"	"PDE4B"
"M8"	"PBK"	"TMEM216"
"M8"	"PBK"	"HCLS1"
"M8"	"PBK"	"TMEM230"
"M8"	"PBK"	"OSBPL10"
"M8"	"PBK"	"POLR3A"
"M8"	"PBK"	"SLC17A1"
"M8"	"PBK"	"METAP2"
"M8"	"PBK"	"PLG"
"M8"	"PBK"	"RPS10"
"M8"	"PBK"	"C8B"
"M8"	"PBK"	"SERPINC1"
"M8"	"PBK"	"PROSER1"
"M8"	"PBK"	"GSTM1"
"M8"	"PBK"	"RNASEH2C"
"M8"	"PBK"	"SLC11A2"
"M8"	"PBK"	"TTLL3"
"M8"	"PBK"	"SRCAP"
"M8"	"PBK"	"DCTN6"
"M8"	"PBK"	"HIC2"
"M8"	"PBK"	"CLGN"
"M8"	"PBK"	"JTB"
"M8"	"PBK"	"SLC27A3"
"M8"	"PBK"	"GNAI1"
"M8"	"PBK"	"ADAMTS2"
"M8"	"PBK"	"SLC9A7"
"M8"	"PBK"	"NME7"
"M8"	"PBK"	"UCP1"
"M8"	"PBK"	"STK11IP"
"M8"	"PBK"	"TMEM201"
"M8"	"PBK"	"GYS1"
"M8"	"PBK"	"UTS2"
"M8"	"PBK"	"ARHGEF9"
"M8"	"PBK"	"CDH2"
"M8"	"PBK"	"IGFBP7"
"M8"	"PBK"	"NHP2"
"M8"	"PBK"	"BTG2"
"M8"	"PBK"	"EPSTI1"
"M8"	"PBK"	"LRRFIP1"
"M8"	"PBK"	"LRRFIP2"
"M8"	"PBK"	"ORC2"
"M8"	"PBK"	"ZNF763"
"M8"	"PBK"	"GCH1"
"M8"	"PBK"	"CES1"
"M8"	"PBK"	"GPR50"
"M8"	"PBK"	"TTC37"
"M8"	"PBK"	"C11orf70"
"M8"	"PBK"	"WDR60"
"M8"	"PBK"	"PEX6"
"M8"	"PBK"	"FOXS1"
"M8"	"PBK"	"FBXW4"
"M8"	"PBK"	"ASF1A"
"M8"	"PBK"	"TOLLIP"
"M8"	"PBK"	"RAD51C"
"M8"	"PBK"	"ZBTB17"
"M8"	"PBK"	"TRIP12"
"M8"	"PBK"	"SNX10"
"M8"	"PBK"	"CDK10"
"M8"	"PBK"	"HCFC1"
"M8"	"PBK"	"FAM171A1"
"M8"	"PBK"	"MPPED2"
"M8"	"SNRNP27"	"NPNT"
"M8"	"ARRDC4"	"BIRC5"
"M8"	"MIA3"	"BIRC5"
"M8"	"CNOT6"	"NPNT"
"M8"	"CNOT6"	"E2F2"
"M8"	"TGDS"	"ASCL1"
"M8"	"NID1"	"HIST1H4L"
"M8"	"BIRC5"	"WDR12"
"M8"	"BIRC5"	"AHRR"
"M8"	"BIRC5"	"PTP4A1"
"M8"	"BIRC5"	"SRP68"
"M8"	"BIRC5"	"ERBB2"
"M8"	"BIRC5"	"TBCE"
"M8"	"BIRC5"	"VAC14"
"M8"	"BIRC5"	"DOC2A"
"M8"	"BIRC5"	"FUT10"
"M8"	"BIRC5"	"C8orf34"
"M8"	"BIRC5"	"SCAMP4"
"M8"	"BIRC5"	"NAA15"
"M8"	"BIRC5"	"TNNT3"
"M8"	"BIRC5"	"EPHA1"
"M8"	"BIRC5"	"HLA-DOB"
"M8"	"BIRC5"	"UBASH3B"
"M8"	"BIRC5"	"DYSF"
"M8"	"BIRC5"	"PRC1"
"M8"	"BIRC5"	"TARSL2"
"M8"	"BIRC5"	"IMMT"
"M8"	"BIRC5"	"CDC42BPG"
"M8"	"BIRC5"	"CSF3R"
"M8"	"BIRC5"	"ZRANB3"
"M8"	"BIRC5"	"CAAP1"
"M8"	"BIRC5"	"VMAC"
"M8"	"BIRC5"	"ANAPC10"
"M8"	"BIRC5"	"TCEA3"
"M8"	"BIRC5"	"SF3A2"
"M8"	"BIRC5"	"RAF1"
"M8"	"BIRC5"	"CRYZ"
"M8"	"BIRC5"	"S100A2"
"M8"	"BIRC5"	"HECTD3"
"M8"	"BIRC5"	"DCP1A"
"M8"	"BIRC5"	"PRPF4"
"M8"	"BIRC5"	"RNF214"
"M8"	"BIRC5"	"CLDN20"
"M8"	"BIRC5"	"MTBP"
"M8"	"BIRC5"	"MCTS1"
"M8"	"BIRC5"	"PEX26"
"M8"	"BIRC5"	"SKA3"
"M8"	"BIRC5"	"ZNF816"
"M8"	"BIRC5"	"TDRKH"
"M8"	"BIRC5"	"SERPINB10"
"M8"	"BIRC5"	"IGSF6"
"M8"	"BIRC5"	"ANKAR"
"M8"	"BIRC5"	"PKP4"
"M8"	"BIRC5"	"HPCAL4"
"M8"	"BIRC5"	"SERPINB2"
"M8"	"BIRC5"	"STOX2"
"M8"	"BIRC5"	"SERPINB9"
"M8"	"BIRC5"	"ZNF790"
"M8"	"BIRC5"	"ACOX2"
"M8"	"BIRC5"	"NSDHL"
"M8"	"BIRC5"	"TMEM225"
"M8"	"BIRC5"	"UBXN2B"
"M8"	"BIRC5"	"ZNF827"
"M8"	"BIRC5"	"PER1"
"M8"	"BIRC5"	"HIST1H4H"
"M8"	"BIRC5"	"C9orf117"
"M8"	"BIRC5"	"LRCH2"
"M8"	"BIRC5"	"CCL2"
"M8"	"BIRC5"	"MOB4"
"M8"	"BIRC5"	"WDFY4"
"M8"	"BIRC5"	"THBS2"
"M8"	"BIRC5"	"SERPINF1"
"M8"	"BIRC5"	"CHD6"
"M8"	"BIRC5"	"TLN2"
"M8"	"BIRC5"	"MAST4"
"M8"	"BIRC5"	"NR2C2"
"M8"	"BIRC5"	"ATRN"
"M8"	"BIRC5"	"RBMS1"
"M8"	"BIRC5"	"MYL6B"
"M8"	"BIRC5"	"KCNB1"
"M8"	"BIRC5"	"TMEM230"
"M8"	"BIRC5"	"TNFRSF11A"
"M8"	"BIRC5"	"EMD"
"M8"	"BIRC5"	"LETM1"
"M8"	"BIRC5"	"BMP10"
"M8"	"BIRC5"	"ARHGDIB"
"M8"	"BIRC5"	"SAP130"
"M8"	"BIRC5"	"GGA1"
"M8"	"BIRC5"	"SSTR3"
"M8"	"CBL"	"KIF20A"
"M8"	"RRM2"	"TSG101"
"M8"	"RRM2"	"SENP7"
"M8"	"RRM2"	"HPRT1"
"M8"	"RRM2"	"MEGF8"
"M8"	"RRM2"	"IL1B"
"M8"	"RRM2"	"NTSR1"
"M8"	"RRM2"	"CCK"
"M8"	"RRM2"	"LPXN"
"M8"	"RRM2"	"WAPAL"
"M8"	"RRM2"	"HERC5"
"M8"	"RRM2"	"IL18"
"M8"	"RRM2"	"ARHGEF6"
"M8"	"RRM2"	"GRIA2"
"M8"	"RRM2"	"PTBP1"
"M8"	"RRM2"	"PRR5L"
"M8"	"RRM2"	"HIST1H3J"
"M8"	"RRM2"	"PRKD3"
"M8"	"RRM2"	"CFL2"
"M8"	"RRM2"	"TOM1"
"M8"	"RRM2"	"CACNA1D"
"M8"	"RRM2"	"TCF24"
"M8"	"RRM2"	"NR1D1"
"M8"	"RRM2"	"GBP4"
"M8"	"RRM2"	"GLI3"
"M8"	"RRM2"	"SETD2"
"M8"	"RRM2"	"SARDH"
"M8"	"RRM2"	"EXOC6B"
"M8"	"RRM2"	"SALL2"
"M8"	"RRM2"	"CASP6"
"M8"	"RRM2"	"SMIM11"
"M8"	"RRM2"	"GPM6A"
"M8"	"RRM2"	"GALR2"
"M8"	"RRM2"	"TMED2"
"M8"	"RRM2"	"MEN1"
"M8"	"RRM2"	"PKNOX2"
"M8"	"RRM2"	"F5"
"M8"	"RRM2"	"POU3F2"
"M8"	"RRM2"	"RAD23B"
"M8"	"RRM2"	"WAC"
"M8"	"RRM2"	"SMARCB1"
"M8"	"RRM2"	"NAB1"
"M8"	"RRM2"	"CTNNA2"
"M8"	"RRM2"	"HHLA3"
"M8"	"RRM2"	"ROPN1L"
"M8"	"RRM2"	"HIRIP3"
"M8"	"RRM2"	"MOB3A"
"M8"	"RRM2"	"PIGA"
"M8"	"RRM2"	"ABHD2"
"M8"	"RRM2"	"WDR88"
"M8"	"RRM2"	"CDC42BPB"
"M8"	"RRM2"	"SNAPC2"
"M8"	"RRM2"	"INPP1"
"M8"	"RRM2"	"NPY"
"M8"	"RRM2"	"TBX6"
"M8"	"RRM2"	"NUPR1"
"M8"	"RRM2"	"NME2"
"M8"	"RRM2"	"BTN2A1"
"M8"	"RRM2"	"CPED1"
"M8"	"RRM2"	"MAPK11"
"M8"	"RRM2"	"NFIX"
"M8"	"NCAN"	"MUSTN1"
"M8"	"NCAN"	"CRYBB1"
"M8"	"NCAN"	"DPF1"
"M8"	"NCAN"	"KDM3A"
"M8"	"NCAN"	"FGF8"
"M8"	"NCAN"	"UBE2Q1"
"M8"	"NCAN"	"KLHDC9"
"M8"	"NCAN"	"CTBS"
"M8"	"NCAN"	"MPPED1"
"M8"	"NCAN"	"PTP4A1"
"M8"	"NCAN"	"RCBTB2"
"M8"	"NCAN"	"SLC1A1"
"M8"	"NCAN"	"PABPC3"
"M8"	"NCAN"	"PRKAB2"
"M8"	"NCAN"	"SIPA1L3"
"M8"	"NCAN"	"CSRP3"
"M8"	"NCAN"	"CSPG4"
"M8"	"NCAN"	"RFXAP"
"M8"	"NCAN"	"TCF21"
"M8"	"NCAN"	"UBE2L6"
"M8"	"NCAN"	"CNTFR"
"M8"	"NCAN"	"PPP2R3B"
"M8"	"NCAN"	"LPP"
"M8"	"NCAN"	"POU2AF1"
"M8"	"NCAN"	"APBB1IP"
"M8"	"NCAN"	"CD2AP"
"M8"	"NCAN"	"A1BG"
"M8"	"NCAN"	"RCAN3"
"M8"	"NCAN"	"RBM11"
"M8"	"NCAN"	"PRTN3"
"M8"	"NCAN"	"C12orf57"
"M8"	"NCAN"	"PFN2"
"M8"	"NCAN"	"AGRN"
"M8"	"NCAN"	"VPS28"
"M8"	"NCAN"	"FOLR3"
"M8"	"NCAN"	"DGCR14"
"M8"	"NCAN"	"IL1RAP"
"M8"	"NCAN"	"REG1A"
"M8"	"NCAN"	"CYP11A1"
"M8"	"NCAN"	"BAIAP2L1"
"M8"	"NCAN"	"C19orf25"
"M8"	"NCAN"	"PSENEN"
"M8"	"NCAN"	"NVL"
"M8"	"NCAN"	"TYRO3"
"M8"	"NCAN"	"HIST1H3J"
"M8"	"NCAN"	"CFP"
"M8"	"NCAN"	"TMED1"
"M8"	"NCAN"	"ELAVL2"
"M8"	"NCAN"	"TMEM74B"
"M8"	"NCAN"	"ABL2"
"M8"	"NCAN"	"FAM60A"
"M8"	"NCAN"	"PLAGL2"
"M8"	"NCAN"	"TNFRSF11B"
"M8"	"NCAN"	"PGR"
"M8"	"NCAN"	"ZNF639"
"M8"	"NCAN"	"B3GNT5"
"M8"	"NCAN"	"LAPTM4A"
"M8"	"NCAN"	"PRSS8"
"M8"	"NCAN"	"NEUROG1"
"M8"	"NCAN"	"KDM6B"
"M8"	"NCAN"	"NSL1"
"M8"	"NCAN"	"GUCA1A"
"M8"	"NCAN"	"GAP43"
"M8"	"NCAN"	"GYS1"
"M8"	"NCAN"	"SLC22A24"
"M8"	"NCAN"	"POLA1"
"M8"	"NCAN"	"HIST1H2BM"
"M8"	"MYBL2"	"PTP4A1"
"M8"	"MYBL2"	"HCK"
"M8"	"MYBL2"	"LBH"
"M8"	"MYBL2"	"PPIL2"
"M8"	"MYBL2"	"CD36"
"M8"	"MYBL2"	"TNPO2"
"M8"	"MYBL2"	"FOLR3"
"M8"	"MYBL2"	"SMARCE1"
"M8"	"MYBL2"	"ASB6"
"M8"	"MYBL2"	"SLITRK4"
"M8"	"MYBL2"	"C6orf136"
"M8"	"MYBL2"	"SYT6"
"M8"	"MYBL2"	"ERN1"
"M8"	"MYBL2"	"GP5"
"M8"	"MYBL2"	"DCAF12"
"M8"	"MYBL2"	"ATP6AP1"
"M8"	"MYBL2"	"ST6GALNAC5"
"M8"	"MYBL2"	"PIAS2"
"M8"	"MYBL2"	"PXDNL"
"M8"	"MYBL2"	"PTCHD2"
"M8"	"MYBL2"	"SIT1"
"M8"	"MYBL2"	"MIPEP"
"M8"	"MYBL2"	"MOB4"
"M8"	"MYBL2"	"PCDHA6"
"M8"	"MYBL2"	"TMEM214"
"M8"	"MYBL2"	"OC90"
"M8"	"MYBL2"	"HTR1B"
"M8"	"MYBL2"	"MGLL"
"M8"	"MYBL2"	"RABGEF1"
"M8"	"MYBL2"	"EXOSC8"
"M8"	"MYBL2"	"APAF1"
"M8"	"MYBL2"	"TACC2"
"M8"	"MYBL2"	"CCR4"
"M8"	"MYBL2"	"CENPW"
"M8"	"MYBL2"	"CFL1"
"M8"	"MYBL2"	"ORAI1"
"M8"	"MYBL2"	"SNX1"
"M8"	"MYBL2"	"SMOC1"
"M8"	"MYBL2"	"RPS17"
"M8"	"MYBL2"	"FAM127B"
"M8"	"MYBL2"	"CALML6"
"M8"	"MYBL2"	"CES3"
"M8"	"MYBL2"	"AJUBA"
"M8"	"MYBL2"	"NBAS"
"M8"	"MYBL2"	"ASB2"
"M8"	"MYBL2"	"ST6GALNAC2"
"M8"	"MYBL2"	"CRYBB2"
"M8"	"MYBL2"	"LGALS3"
"M8"	"MYBL2"	"CDYL2"
"M8"	"MYBL2"	"SYVN1"
"M8"	"MYBL2"	"LGALS3BP"
"M8"	"MYBL2"	"GSTM3"
"M8"	"MYBL2"	"E2F6"
"M8"	"MYBL2"	"ACO2"
"M8"	"MYBL2"	"CD55"
"M8"	"MYBL2"	"KDM5C"
"M8"	"MYBL2"	"ATG4D"
"M8"	"MYBL2"	"THEM4"
"M8"	"MYBL2"	"CLPX"
"M8"	"MYBL2"	"PHF23"
"M8"	"MYBL2"	"ZFP64"
"M8"	"TAPBP"	"HIST1H4L"
"M8"	"CDKN2A"	"ELN"
"M8"	"SFRP1"	"FAM109B"
"M8"	"SFRP1"	"TOPBP1"
"M8"	"SFRP1"	"ZNRF3"
"M8"	"SFRP1"	"PCBP1"
"M8"	"SFRP1"	"SLC31A1"
"M8"	"SFRP1"	"PTP4A1"
"M8"	"SFRP1"	"HPR"
"M8"	"SFRP1"	"PPP1R2"
"M8"	"SFRP1"	"KDM5A"
"M8"	"SFRP1"	"IARS"
"M8"	"SFRP1"	"CD79A"
