pathway_description	BS_B1C6GZ84	BS_W4DB5RP1	BS_EZ3147MX	BS_GW0GKWMS	BS_2A5R9MEJ	BS_5965SFPZ	BS_9FX3YREK	BS_XG0DBWVT	BS_MDBT7S5Z	BS_MB7WN0ZB	BS_3MS8WVNR	BS_52MPKTJH	BS_PQVTB6BB	BS_TXZ7KHTQ	BS_TGS109T3	BS_YEW22W35	BS_JVW2JJ39	BS_052PZFMK	BS_5P1TN10Z	BS_B4R7X1KE	BS_T9A8JJW5	BS_RJC3WDD6	BS_WBVSK3MP	BS_FKASA3MN	BS_JJVH7WR0	BS_AWH9757B	BS_FEV5A0HN	BS_FX2P2WEG	BS_DS438CXE	BS_45J79YTF	BS_X4X1SFSE	BS_V3Z3DB4N	BS_TVH33J9Q	BS_SY3J3XR9	BS_WQ1YRTAT	BS_MG78HQDM	BS_G5NHSFD4	BS_F9Y4Z92G	BS_D6J2BGDJ	BS_MD0937XT	BS_M0XGZ53Z	BS_JTWNJ8T7	BS_JQXHHK0K	BS_M0QYNVK8	BS_8PNA0V6R
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1361.9579000598333	1178.1427334219206	2329.9292746927986	1785.1009601838032	1489.2037855560848	1632.9189125348566	1615.3561312697311	1285.5797630645666	1948.9003002164445	2168.475163024439	1243.481170799385	1311.6540641814554	1638.8263458542733	1963.6369342998278	1156.0636079791166	2162.348105440071	1440.6769208593341	1603.8970250559378	1556.314669624584	1643.9941160662129	1831.2110753250472	2105.0174864552773	2498.9664507864527	2290.43206764728	1991.121162401134	1576.274802411319	878.7738817371173	1491.6849095324305	1570.9545213271394	1834.2147174806141	1244.2138422792286	1030.9434068640494	1717.7267766797613	2031.5989170572793	1790.0320431578948	2191.388604698841	1377.5513975088852	1039.1058252497023	1715.2191982810036	2050.3491549294868	1893.320516773514	1852.2910143143254	1157.5317626357973	2130.235023806201	1909.392749113169
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3208.270988251683	2581.7377406046508	3552.9414519132006	3287.7285862036315	3339.729289757972	2830.119226794817	3388.0458677688875	3100.9554343384025	3482.258975191662	2528.9913597166615	3103.160247291955	3737.699052538481	2725.0313181189376	3474.8098504920345	3445.5329534185566	3664.0098177598084	3690.2146854349503	3662.361051117201	3201.8372357188655	3372.7951720885576	2844.346472920475	2951.326992704653	2830.847666820806	3061.039870968769	3349.247083734581	3203.2718423524348	2608.591260865798	2906.537173323097	2977.218679405054	3389.411817084703	3126.603033586427	3199.7905404134053	2609.47893595622	3151.208214397171	2616.9976513911024	2851.0769725004975	3282.524839308353	3226.5701802005133	2570.6369146152247	3218.3711414704267	2536.499309591174	2724.2663161040255	3720.4648191409105	3321.0211404131715	3682.31586331373
KEGG_GNRH_SIGNALING_PATHWAY	2715.208142671656	3110.7755570373793	2598.2386333587383	2902.3769109749555	2839.560616632294	2774.717921609359	3104.5544184152222	2838.732881012458	2522.0195778342422	2760.927640544627	3123.072892102189	3557.703146066913	2647.5207656559287	2627.3603203420025	3025.7804741040236	2911.882217973536	2713.945083243725	2621.377050125702	2193.294019096609	2497.2106689823686	2867.212306457155	2954.9618041008944	2423.4261541831584	2196.0326816627785	2749.956585421787	3300.6001905342437	3223.835745776809	3439.2568252037217	2767.970093588814	2938.159237419355	3305.433379000093	3314.0924996686917	2639.1097019552617	3112.960246051125	3092.8088192972155	2555.1985819968613	3076.012515706503	3597.8889302390307	3315.8466687002965	2706.0548561642336	2906.234185787327	3287.8453460720702	3213.3397930159354	2614.606176502968	2811.6255071607957
KEGG_GRAFT_VERSUS_HOST_DISEASE	-900.8941414964174	-480.21236258234603	-167.234375536882	495.79359424960603	-477.20995476711323	-885.1124270325818	-1847.5567129993524	-432.2776063886031	-1169.797196728161	997.1514926252767	-1643.835437626919	-598.5808703393068	-1252.9042631736866	-554.6585821394547	-34.890321983230024	-949.7445656457567	-1794.4475720423961	-1334.2469395965836	-1635.3470305832898	-854.6569367718603	-320.02383875011765	-2294.8195155847525	-2395.886341677603	-2511.3526385202867	-1694.4763133810957	-1655.3896087286557	-2459.085547148108	1790.6647422542846	-3079.6559540117714	-1971.187009234668	-381.9616530395597	-1204.4630105417145	-620.2058443837195	-1277.2051613167205	-2603.0006278370774	-3501.649849032031	-1093.5078665781803	-1557.7192580599403	-318.9506224643774	-2477.4704927366347	-2104.1523914302334	-2564.342338845553	-1736.1264220440262	-2165.3277830797097	840.7937397338337
KEGG_HEDGEHOG_SIGNALING_PATHWAY	952.1663476768499	1459.2762666252565	702.8748643407453	919.4384725335713	946.3200426430758	890.0951050972562	1269.0786067746412	409.8343540075384	676.3091659728343	-146.6066422696149	679.2819935863372	-10.4784494066771	978.9786690196088	361.05603301042356	781.6066921824149	664.4879116153115	-59.1105544587499	343.9697205150205	8.204226409583498	812.3475808672465	653.6924012581367	1001.6141194775337	971.7070299781753	706.9365114491884	476.8071962234262	390.81159217194363	1052.1986444686045	-252.04886255649035	3000.9752840022356	710.7455949103387	254.25070340231105	844.8671478304332	264.9755868695229	993.2850590114831	687.8765551236611	175.29882276176795	820.2442591588988	951.1325364651348	603.4008162255632	1044.452466157074	324.8770166748345	946.7789625210116	47.833467271620975	1275.937183037082	589.6757211902732
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-2015.167292034599	-2027.5779323248707	-1953.1016810594292	-1455.8939956342883	-2453.987849848063	-1763.9269135116128	-2239.8407725891457	-1572.5803385536265	-2268.4206942383153	-1019.8287793602831	-2306.827078784683	-2197.2834901163487	-2207.9284556092307	-1777.391569352445	-1919.7363453963935	-2236.726650702494	-2784.568934684312	-2226.7283890165872	-2527.854042457182	-2322.5773292379317	-1020.7569343645919	-3365.577084267915	-2700.3540703215403	-3007.051240256108	-2862.5947086561446	-2295.1292731610247	-2800.2164269038867	-860.1547215139417	-3009.287611796378	-2792.54329323383	-1699.8100866422974	-2188.286415302835	-1897.108671285976	-2036.2653777616742	-2946.223532181534	-3269.432886496543	-2166.1376362710225	-2586.3765834562337	-1903.2872355334284	-2245.6186780155067	-2339.8498369499075	-2733.5670498309546	-2436.744139406993	-2541.358958538669	-974.2402682368247
KEGG_HISTIDINE_METABOLISM	-508.47766808195956	-635.0893897359329	-271.23305958419587	845.5073813386389	96.11301772834122	431.40682135369934	196.5089031668249	-600.0287058325721	87.15965285603306	-390.1440666361759	700.6118690375024	44.04947384105981	-73.82698532093127	1170.423968029756	-125.03078107195688	-191.37942701913562	-627.4285050033704	10.546885700599887	29.18778493622085	184.88120513900503	-60.68014716927246	322.74800519727796	349.20336229189707	234.29097227820603	176.07471215731493	-217.34054376324457	69.18705564303673	-567.9657413568548	-768.7349679826548	-401.2580622072055	477.4831756407075	225.2645183458808	-572.5174665963532	606.4773471250828	-733.7685136604596	-430.6768780140628	-116.61156371024845	-403.9976076608873	-195.07812644690966	338.09819177099234	-123.85953287489428	330.5461810788329	-188.6722293067669	259.9346125501652	218.91821007364706
KEGG_HOMOLOGOUS_RECOMBINATION	2005.0939514003348	708.292371723257	670.5256809177918	714.8943206837066	1021.718579599763	437.90947673811024	856.1297253889243	1355.7243164641204	1116.883130593771	1762.5732975103474	2081.0759323364546	252.46871296471363	1012.3620825290691	1304.7372510375335	1249.0098393841326	2265.27483220226	2613.4974188608776	2635.8214623016556	2205.6829730972877	1537.902806851227	1851.2416739460914	1564.5781002016956	2959.142704966953	3376.213880353016	2682.7539458854335	769.5006152503775	918.8892063576459	1517.9810417975405	1612.917176529183	1674.9286196903304	794.7690490338973	1498.1875849888365	2337.313554512022	1134.0401785536906	1928.2567145645899	2823.149706456523	2172.4999895875353	181.93387889857695	1438.6496438845243	3409.3228977857816	1937.006965623248	630.5987069286384	1987.054575937338	2357.0421323024802	710.7040129989746
KEGG_HUNTINGTONS_DISEASE	3610.457025117923	2770.650373623841	3955.3215301344608	3783.6193560355005	4013.7222390883053	3926.3141316324727	3524.7515202029736	3995.5014025335677	4160.648828559717	3700.836524153625	4052.4191892015406	4040.2198296555653	4105.645407830585	4335.807622639757	4055.9099284014883	3987.7516871746957	4162.668510733845	3629.8670906577117	3674.7434956940724	4180.533190322223	3271.2368929355653	3432.442831614726	2810.029574891565	2821.5686172815404	3012.904870207127	4030.238672843232	4043.461144202871	3747.315516757075	4188.281271754309	3985.4922015705433	3837.4597384536883	3786.0599262413834	3086.9248091187637	3070.9544910109144	3221.895559263012	2932.671544512661	3198.9648629893163	4096.715000940087	2997.650304097777	2930.2547716552635	2686.9125183642045	3209.760053266018	3873.745632687136	3813.4411320319177	4045.4032333326923
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1633.925918488363	1934.7994709192608	1283.325590220058	2032.5588959365214	1377.6053152840595	2064.303152856017	1905.6088696279603	2169.8687644389775	1609.2393574874823	2005.9037826878684	1057.554407281803	1869.3164994008403	1783.458423314527	1723.5234072347266	2155.6707410213767	1538.9166938965645	1183.4638376204912	1961.91489951949	809.0016230375277	1158.659802292952	2114.268867526913	1101.8719843016825	1123.9800666873816	957.1082757225722	1368.4108678587763	2140.3284460832947	1877.3867999368613	2160.3500043307376	1121.6935244011875	1677.917157132275	1924.1597972827567	1586.6011536230399	1825.0909654887491	1956.213643674977	1627.285023417935	1436.768373414945	1212.188400589048	2120.340042154201	1966.5838771251474	1787.5167411976145	2002.9244586770183	2109.163649293827	1717.040592345149	889.9657826411385	1589.0525857371322
KEGG_INOSITOL_PHOSPHATE_METABOLISM	3156.776004767129	3546.1796885803396	3261.541526449848	3468.212703737461	3310.353100820834	3854.8273111511626	3535.362267216753	3354.439343876211	3336.3857621091083	3394.8907255735394	3859.934602159472	4092.304448481371	3116.5159701214943	3126.522625806847	3685.8215016970644	3562.682853624199	3111.542491154669	3610.0165881817975	3298.1077416894823	3545.6351436419172	3641.042063709203	3759.542119647367	3825.258019006478	3241.8022304208425	3552.839560736871	3799.1006431308597	3816.390762063269	3622.0123061923823	3892.9890800250596	2938.2026650591306	3897.923225463468	3684.153337795242	3103.732504087595	4019.4475188796077	3173.0114716991884	2669.3234866306266	3672.3770770628325	4045.2850048506934	3730.472256441144	3449.3970892529724	3364.775715941354	3763.088046388504	3473.5242911912865	3466.2956959303374	3570.0940153058145
KEGG_INSULIN_SIGNALING_PATHWAY	3898.697727614119	4127.6137362572335	3825.667790454061	4121.572354154216	3950.7189871157007	4060.600408282795	4029.8108793360443	4024.3176979214095	3806.6598001532166	3910.201184521342	3804.2729087656826	3901.9951276730844	3660.7489362169217	4014.578666199386	4031.710440023393	4006.223570863498	3752.636550700943	3818.400182254605	4015.194909181784	4044.2670145814427	4037.9535426495095	3734.5560032555204	3764.884185966117	3467.543681257419	3772.3249840594126	3786.2048206894506	3792.4495131080166	4063.582977176151	3780.0260710052225	3901.426680885508	3963.2343338919163	4085.2431497360394	3612.6209915037034	3911.0481951792226	3706.658491695658	3389.4744325702577	3827.3223364660535	3800.5671602930943	3909.431077238207	3824.194167031901	3876.970630969763	3904.624178127733	3703.639609835007	3986.2587578354705	3911.6375967917393
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-2549.1676044742326	-1729.8246364007473	-1846.2604167340123	-1134.3104622396968	-2188.765332701997	-2681.16420933298	-2935.100938925074	-1556.3240847690313	-2555.8735144635084	-1001.731146462489	-2783.1297169877244	-1921.9901468182816	-2361.404517980938	-2219.437107722015	-1427.2182895422911	-2632.19024152957	-3050.9423900900947	-2650.6811176260317	-3128.1770891599053	-2120.284802051655	-1409.893399733507	-3591.677997466648	-3530.2283636110997	-3478.021440573879	-3126.8099226293616	-3325.6242587668576	-3391.853779821993	62.20350144056465	-3286.025587586434	-3245.1082287851495	-1970.0234938968588	-2549.312590125638	-1832.0233463841487	-2697.423386816995	-3398.48742281468	-4146.512887053161	-2150.7206383965004	-2953.6981611975143	-1453.2274413366085	-3318.6572107395805	-3284.1456217018012	-3528.211124279045	-3251.9493298136194	-3368.4758581000888	-422.78154878053647
KEGG_JAK_STAT_SIGNALING_PATHWAY	-87.50699859775705	147.99805872229445	-42.68429538134296	154.10095848516175	-185.36304413356993	-224.2019581942168	-267.6757298177745	29.633686125058375	-483.679537870863	182.66040434323986	-407.27437646872386	-386.83091810125006	-549.0528507666859	-107.88839443888537	95.27977463000025	-363.2963800566595	-542.0884522116685	-494.7341214635726	-574.4296744427502	-435.642558956386	173.52364461121033	-398.8378260939098	-521.2726952422126	-521.5136098683379	22.998766332442756	-496.75779411834446	-426.3763284729921	572.9370357354474	-321.25006899348773	-388.54456286495406	-248.10767347705223	-207.02863629968851	123.69298865609926	-199.0465039464525	-365.889372815187	-590.5244200506313	8.19277905455965	-643.5849661526026	234.98521416909716	-327.27050430898817	-2.32678054207463	-282.6090281200268	-634.6339311197171	-270.68772091603387	-119.19136071960202
KEGG_LEISHMANIA_INFECTION	2154.5182124650582	1983.9544817052101	2465.238978620584	2840.545706031622	1971.7410720556181	1976.1906264621375	1669.725649529577	2259.6395485040484	1517.8395286746381	2687.305459393394	1748.5329469749759	1973.3307153261303	1283.6072701908433	2028.3734469305346	2298.1532315022505	1506.7243732953993	1284.9769309169842	1142.4340535308274	644.1001522589522	1850.5594242770621	2633.3387871470786	1129.5368578489088	489.79505264426734	657.3733773846761	1292.0843474908797	1527.0508922916852	573.5313406143814	3600.7879398413243	631.6114686811106	1274.420835955414	2264.4137883960484	2265.9985722247457	2001.3694609258	1401.8682134127957	700.2421373519519	101.61168319516219	2215.1574433784663	1603.4902385975874	2176.68577116941	852.4872062954637	1193.2672182541137	916.0932076716999	1262.297657025856	1432.25184772612	3010.4405054789295
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2549.3738964842178	2308.6963959607983	2942.9971955963138	2643.158604093018	2054.671273801394	2451.274889172013	2452.951663792799	2929.289067555219	2251.1954092348315	2600.8945760705756	2783.3114037732576	2207.322890019419	2236.826383207379	2730.647235845774	2444.852738537218	2251.3646390355243	2015.9861067457405	2339.935560238746	1875.3574134206992	1771.6300175178767	3021.4294458877357	1958.4322631627074	1858.0050974198039	1693.7275521396023	2195.541129445737	2411.2299492293114	2028.7303597716673	3103.8952649651455	2267.5768350986255	2086.8003541119815	2768.358431256447	2766.753995902018	2497.699246797669	2338.7076309915756	1522.6851476421489	1685.3908621616793	2481.144966276557	2473.570383351782	2626.3850416568293	2174.641894945613	2512.572107090582	2004.6866561947118	2368.114473772883	1935.5716801360923	2914.2755256965593
KEGG_LIMONENE_AND_PINENE_DEGRADATION	4406.28728736393	4067.8747771519684	4870.1463774774365	5200.123558339457	4734.679441900986	5983.911287590889	4755.251928562957	3655.2964381025577	5269.411180662839	4525.054594174193	5088.603949455477	3508.5935445388095	5455.061499429228	5603.393048993648	4596.238879238093	4610.408887202433	3062.0278648655258	4778.765565369884	5079.3245589657035	5549.888219608818	4029.0302578212377	3989.9026470265	5013.437516703672	4576.99986944153	4414.333185105466	4937.954192693258	4770.563942163088	3312.6116492726524	4343.200539810026	4378.344706590546	5564.134735076337	4838.327240820045	3915.8847022542395	4551.2670861311435	3520.625135669394	3931.495997575481	4469.180043471395	3824.7792101471805	3873.7594176323364	4729.855929134354	4961.84869372695	4467.029973677221	4410.9984162875335	5118.278817091275	4534.964836583285
KEGG_LINOLEIC_ACID_METABOLISM	-5666.081459468105	-4982.592514208662	-5132.382552493131	-4615.70826531354	-5142.574213030634	-4939.426933466071	-4799.444259128182	-5258.392216644486	-4968.344878751935	-5155.095775511962	-4987.310614425954	-4526.852137439062	-5132.534513761099	-4434.301960567721	-5220.33239667448	-5048.2162622115175	-4875.069369364677	-5215.9915872690735	-5001.1953915808745	-5175.651358389773	-4693.962267444175	-4503.760477762375	-4743.804295925133	-4358.204181256529	-4698.763686044156	-5099.713788872405	-5174.732243594616	-5076.003024245537	-5378.951456300958	-4855.410809923135	-4953.149907488441	-5138.0389954141	-4905.034657690644	-4237.483142384774	-4624.756353072766	-5042.6760380437945	-5354.575538170901	-5116.683451456269	-4506.458546103596	-4739.836460141655	-4340.919532892823	-4726.503449416709	-5023.023877081445	-5021.663617765979	-4632.8048055274285
KEGG_LONG_TERM_DEPRESSION	2960.579299756053	2999.6246022272426	3208.4348942102606	3597.696368947385	3572.545883943334	3262.7198137968953	3701.7195399500088	2945.111790193363	3187.2716275586354	3277.0852988340102	3156.234677534787	4091.746701058337	2810.8950459449115	3606.6942769137386	3035.719236352057	3398.5898471276705	2469.984412587499	2544.116075280992	1799.633658433404	2471.4122914339678	2413.0494913539533	2834.864872684564	2213.806709838789	2574.7077125957767	2607.47650993744	3578.081412752281	3544.436655296009	3252.8050759766847	2515.8864894607505	3275.706547394637	3779.6909601154766	3368.0593539464317	2901.906715986621	3285.6831107880807	3169.8260830360323	2749.957272188314	3011.0718257594563	3938.9556796162215	3085.703392634381	2647.2684983843264	2567.149774413396	3345.526547002606	3653.892854947775	2528.9052426383478	3048.9552660712343
KEGG_LONG_TERM_POTENTIATION	3884.0503274822113	3912.5292841972914	3985.993303364221	4014.326753635418	4011.0992952087017	4529.435313608785	4642.04325951061	3642.910257638343	3934.4365299143064	4161.206249114699	4640.002360160255	5487.049653414917	3462.4368005117412	4265.483371172131	4228.012802280735	4056.8194239246404	3239.0422080129047	3271.3885393424443	2857.3577222967633	2947.046919847686	3558.042684214797	4376.525780595337	2902.3886445539047	3664.7796432141913	3913.824106010603	5161.544022605862	5005.06717297387	4497.577472218431	3563.691382652147	4223.795313233139	5508.241700991934	4872.0041124276395	4180.858710332601	4477.045152459619	4323.197332977479	4242.046135225881	4381.328463123149	5721.501635444942	3832.910391293566	3973.915540724498	3486.0411453171128	4679.903755642075	5207.273017649488	3563.873923932346	3937.687977311849
KEGG_LYSINE_DEGRADATION	4386.01088728743	4064.3507509543033	4101.426364368244	4395.548875701623	4445.003105340991	4569.277932848963	4558.9247625018925	4403.7029028875295	4387.344758660671	3886.321177495298	5077.863902178244	3976.489505477981	4486.024713103483	4571.991978903348	4500.44185671173	4563.485880683587	4300.042514493678	4099.991317150125	4941.858758184531	4913.392522356498	4544.093749202097	4565.18679229151	4843.375171317486	4440.785680036577	4741.016762666624	4227.370715638446	4150.613302142254	4176.424116341152	4316.436505082507	4309.77191235566	4429.072253118236	4424.536005863174	4077.029399712561	4346.451097507117	3927.3028183422266	4242.70458386555	4430.606584601235	3654.764142139873	4380.805671440281	4500.330334011889	4133.854041974189	3986.216979567167	4337.7855354853145	4830.272074159104	4612.82713782232
KEGG_LYSOSOME	3106.285152448165	2606.070930103164	3619.425325523989	3750.4585468618134	3337.128512954154	3561.8522924234603	3428.0911578106006	3627.123214167954	3360.5402019689955	3609.1830279118712	3440.4138648441694	3693.2770720491408	3339.147275674515	3730.7085545515383	3413.03775027731	3508.646156333931	2893.7075839717745	3386.957335520936	2865.354234763503	3476.555347851996	4087.3436476552997	3210.29332033852	2862.83276248093	2525.326178415289	2994.9555837834887	3333.7359801818493	2665.6081472011356	4335.953402087607	3558.6300809379754	3274.5220240804774	3353.767373412591	3366.696206303901	2965.844857128004	3230.3693144730296	2672.378023715719	2208.372935304833	3457.404214779044	3342.415168995749	3715.298196092459	2901.4888033983934	2933.5217672925646	3159.1758942570723	2994.1203424027535	3423.9283111289533	4007.3309392699703
KEGG_MAPK_SIGNALING_PATHWAY	2494.3668854801163	3086.7982020668405	2589.7244451181887	2676.61550650977	2514.3401303892624	2535.945220206486	2779.1572990948043	2754.0330063510864	2401.7115606779244	2624.059451985604	2707.0421964941015	3228.393526375492	2413.827411272112	2429.18131288507	2655.715650095608	2434.206021940614	2409.3108489846545	2114.037651362518	2253.902579833859	2296.3593468851614	2463.804796489183	2616.6753198608167	2037.953114354401	2047.3517355889708	2434.50773957029	2976.263581504425	2689.4718471785727	2864.0829858629295	2735.092696597734	2502.990853831381	3010.635890968415	2893.90274076656	2489.3931647782993	2498.316183356643	2611.775785393962	2285.230413559151	2604.374699274673	3277.6105260929507	2626.14759322608	2195.1685301632206	2443.883601092597	2772.8240886262392	2672.553649224228	2436.0541404998967	2662.5852558527913
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-4449.831810163896	-4058.2489437621407	-4187.2603374924165	-4897.492376475074	-4775.963133431758	-3922.2539591556815	-4611.728151748313	-4509.317676807372	-4692.40253357623	-4535.185321760823	-4453.790036790639	-3724.908361060896	-4597.14842647469	-4659.016760447066	-3460.7371786966532	-4731.249489093478	-4179.981338130134	-2993.3630673744137	-4186.166877487041	-4015.274281269377	-4285.601074964524	-3848.376085024678	-4092.075427884968	-4077.400871511729	-4181.462640962659	-4375.3554423793685	-5384.638813638369	-4862.961656900649	-1508.2423455260732	-4166.507552419836	-4705.232662479014	-4461.8170827923395	-3850.3639199803047	-4515.03736742183	-5993.056165649899	-3657.178321247173	-4107.636525694299	-4958.897796772237	-4231.524676141463	-4395.5321952802	-3682.4209044179943	-6142.802401697356	-4523.390439977424	-4112.506504255084	-4535.821412698977
KEGG_MELANOGENESIS	2532.6104474851927	2802.416277898321	2501.332002685818	2512.420910433195	2442.231976217381	2591.4049350360056	2784.9899534332853	2204.451519211276	2447.542944438441	2180.3808267168843	2585.5743910242873	2349.657742266878	2416.414827190347	2398.3742737929333	2771.6354769403897	2662.4275089424373	1835.9561568638037	2217.0448184842917	2081.082395943524	2131.5767444043195	2311.9865368525207	2423.1273598329462	2278.4015078893517	1727.2062084101126	2147.7774724458195	2664.650483222369	2937.5852555972742	2251.805022080098	3276.7998249674984	2359.2117952140816	2576.1681389684745	2850.3910170476647	2063.8591927494945	2485.1202563257775	2258.171657342722	1954.8691370007473	2493.4347692517076	2931.4196085720796	2403.3243568129383	2322.6860000029046	2207.432921196558	2421.985711636078	2360.5998239064575	2369.7092800805585	2469.866129630749
KEGG_MELANOMA	2675.263920739151	2607.3634573788695	2515.9216355021945	3087.3594722597863	2439.389412849083	2480.1402853421223	2407.783013808501	2518.1062981952055	2661.2323941623927	2720.4657040594975	2648.277454658939	2137.7637353981936	2232.8200252737697	2922.2959903479914	2915.699453571524	2340.565107285649	2071.0813925492985	2622.3640336998233	2464.2602463847306	2881.9301087884614	2530.470261783974	2173.036344562859	2345.1081649959997	2254.5033466735986	2537.194931046828	2842.876759624518	2723.009508739531	2733.83565808566	2926.767533163298	2752.4553989777287	2803.4703620481105	2694.146974521822	2747.1212709575448	2081.2343951791827	1854.7489435426596	2365.2117251864693	2512.6096037256575	2414.131160749481	2466.9104472813597	2252.2882176940475	2225.6015722420543	2352.8018239276716	1966.5333801460147	2182.8705305806598	2728.4719712481383
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-4322.6341252145185	-3817.8045902860467	-3544.5787249132445	-3272.0735759752606	-3624.1754025790906	-2759.6675977947953	-3202.2318488858446	-4179.733697012506	-3501.351168045295	-3927.8482042501464	-3637.094889662071	-3963.4494085093083	-3500.717267670938	-3635.4995858656303	-3778.0016981380704	-3714.8249492913073	-4224.828953294973	-3808.014010001687	-3934.5668152448998	-3604.38914595234	-4046.801440089879	-4126.044073872723	-3811.880775331061	-4325.283619422861	-4292.816383663276	-3916.107725791184	-3906.962219889201	-4112.909113480443	-3815.397653074715	-4256.949820811907	-3432.627489734825	-3521.779510371328	-4269.884381808274	-3845.449081166271	-3633.0615925846196	-4440.698016688387	-4168.804067721811	-3454.492361137138	-3591.097233203016	-3707.9253436214267	-4384.0883452057005	-3268.733821561116	-4045.373750461329	-4126.681635910665	-3348.11077930138
KEGG_MISMATCH_REPAIR	2970.732240342795	816.7279369949101	1827.295035294439	1249.9346256075278	2077.444528255339	1381.3235206180216	1358.032422723476	2260.489586822956	2362.53912364612	3046.2463710279917	2944.4856835185838	855.8136322474074	1920.908147275939	2036.2468784507491	1890.4263319107376	3643.253568445254	3282.2031552996705	3778.54638880942	3523.4822141936293	2053.6483760370193	1991.963124883423	1988.0272726878702	2710.905432651607	2961.0229518963533	2735.721067132983	2000.5649913458292	2392.0132868829332	1952.2864769111966	2835.83149781841	2615.8778339770797	1857.72658555196	2423.4741348558764	3089.8955582619164	1584.1936217031252	2316.449254003548	3419.5144686679414	2758.73854724229	1001.2876853662037	728.4457390950756	3933.392780803668	2408.2922871681603	1630.891705111906	2840.1601590580685	2959.06595248112	1308.3963368250024
KEGG_MTOR_SIGNALING_PATHWAY	4434.36069920487	4441.065653186819	4829.447829835044	4453.368550642943	4523.282882321568	4492.623799673067	4487.817914004725	4675.170026581838	4295.763380282206	4608.013192401422	4329.381602746425	4708.129362596768	4279.350895036678	4510.750857265035	4552.608269308244	4734.7844584993745	4267.597382830974	4578.514162360583	4801.945017228423	4667.146650351351	4614.82864692441	4419.708999722763	4513.619503666307	4207.1703948911945	4277.92878041642	4537.953488107736	4825.289269724961	4664.202751110466	4190.973405149629	4401.868030291744	4659.85299365577	4621.936888874825	4385.67484670418	4468.820819757953	4784.864324880888	4249.165012716519	4660.930481211724	4472.219587191343	4599.979014033659	4405.12836591357	4374.52920457773	4756.347960212919	4349.003272010255	4547.499041903178	4899.883831647714
KEGG_N_GLYCAN_BIOSYNTHESIS	3509.0940568186143	3300.3841448378607	3786.141734620456	3926.6649618292304	3372.7353756990233	3412.598551624773	3219.3302581440294	3612.093112967528	3779.432919972456	3837.4436611100846	3514.9526837347985	3233.707457126193	3332.7365766166768	3816.059370753306	3849.1243678432547	3560.4694034628046	3008.3539612453515	3535.2130787698698	3150.434967348463	3304.5862329778793	3716.98045616976	3176.5724667005543	3300.738889607992	3267.308564873094	3277.871037383169	3498.6060980686707	3220.8915713594015	3768.5277626551015	3938.355150289455	3695.258020841775	3275.337801486079	3473.501558097889	3647.32815323019	3370.719392912026	3291.753011718385	3179.6333633511513	3131.236047031978	3481.453102675954	3619.7132722704155	3090.3049769414574	3459.138300199791	3362.0332787798743	3186.26999282802	3426.688182792177	3531.0482789102334
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	729.9470584948722	507.81905968176943	1118.5017852021447	848.2983292167501	400.7355994872396	522.2102961605178	353.9563450840287	798.4831884938922	231.80425198485318	920.6291998352208	584.9920123098436	504.5636183036113	295.8307634563498	800.4280979656669	1024.1660072916711	517.6344943161603	236.64013146923207	247.97279197929493	284.8339592299326	316.1579484137437	807.9871346101972	46.563772772420634	69.62818547167262	-133.72310955301873	354.16366185993866	753.3475003163621	566.8389253101413	1694.6094975323012	438.5778388633953	571.2154244110461	762.8534692324738	786.9649267812856	661.4380336935701	485.82143071915925	69.75441253072859	-70.70318740525727	626.3749156753111	534.202300993973	777.6221168148768	55.694761399325216	386.63035802739614	235.45696417130966	462.5456391940588	199.40718968800138	887.4684994798408
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-2803.0698195431714	-2230.9802369078006	-2744.873159288436	-2609.3304806243805	-2553.199474795042	-2097.1217645409806	-2211.1609891839516	-3015.084230275118	-2309.8103977964893	-2501.974305105955	-2769.7013914029794	-2089.1226240505202	-2626.822392511046	-2310.9192830459706	-2658.547164664388	-2953.5851947561896	-3642.8963574098098	-3256.036621334445	-3467.1631983057005	-3260.500082410781	-3025.653566980458	-2714.135017548231	-3552.303263972308	-3030.9021172315515	-2766.9172047393286	-1731.1867188829901	-1840.9253877824822	-2769.7284751297193	-2968.3562894460083	-2288.3399726197413	-1435.084296619597	-2465.7063369272964	-2639.909426953801	-2436.9938509716594	-2243.833196381045	-2446.342347832109	-2450.5557953986636	-1136.0770813546296	-2731.341632148521	-3108.8944143548542	-3323.7750942758403	-1767.8907955294735	-2078.978659041187	-2848.1882594582066	-2966.105247732852
